col_0,col_1,col_2,col_3,col_4
0.12678942778502672,2.393934332430997,0.010701379875069434,4.375848325585596,-2.0400171012925967
0.33808952795671976,2.4916178505182542,0.3212908721384567,4.285180704386837,-1.5446926566118548
0.7250920234284668,2.3385089640148884,0.7630086710554886,4.536936972496344,-1.3181933197405409
1.0573843801177711,1.4895683151408432,1.007969867768597,4.019667504760232,-0.9702126023778357
1.207322661106092,1.2585695075703422,1.2389565103174356,3.3934736491079613,-0.8306050344409501
1.4267396924106763,0.8043872928124605,1.4502383900130507,2.819411093068836,-0.5258071609333834
1.4969733137030623,0.09880480120324847,1.485019087641656,2.3552427505125317,-0.4298591984796891
1.3418265531171263,-0.7268092249201076,1.3353049415440148,1.5473652457292415,-0.4802073659260184
1.4335649291237913,-0.9648233557553493,1.3998174839487991,1.1862011099116458,-0.6357366699156488
1.20080725285765,-1.4824830748880085,1.013545672445638,0.5554004189624366,-0.7943675746327181
0.8347707053912029,-2.01620158351738,0.8890292446590751,0.028677642956219218,-1.1428070341192487
0.5393207094373376,-2.434897213879629,0.5448695947668143,-0.28906089847876704,-1.3261387532982147
0.2258973034112125,-2.5091084625570144,0.20181964246016593,-0.39493309977905167,-1.911082004620599
-0.20760158148582997,-2.552521391879927,-0.11494135612296665,-0.30418733553235233,-2.1645758259757737
-0.5703930099274584,-2.3752970391321244,-0.6208841272171959,-0.5294046443319096,-2.5608567918058274
-0.9906709843755194,-1.9678985918365874,-0.9391550728842262,-0.00990715550979937,-2.9131779333280985
-1.1141763407717924,-1.4786181554256614,-1.1215606711296684,0.23558421966336596,-3.2004968703757775
-1.3479495108025017,-1.0035534025482704,-1.4017242469298685,1.0378715028297527,-3.4384941268419285
-1.4528463818110358,-0.5246164924982069,-1.384863765140171,1.4838044065512888,-3.5130131376367753
-1.6115294325326455,0.069547283805156,-1.5540964567024973,2.047357610455257,-3.5462191461434722
-1.3027822976037449,0.8410285118606136,-1.3631669379603046,2.7618725238215407,-3.4730389987942942
-1.2549167230937956,1.1616911895821542,-1.1982965087027078,3.3372781109920333,-3.3297255012380282
-1.0558561546395115,1.692236487397215,-0.980783412435447,3.915344083497099,-2.950369828263029
-0.5704500945954896,2.221197356361418,-0.7806589482167708,4.248404740884698,-2.7160402439991906
-0.3764387829868302,2.3158308151785927,-0.3381433931207539,4.3522915681242775,-2.338623897232945
-0.10880090243599215,2.4948064181068226,0.08132095374219286,4.43938732801308,-1.9823064210266348
0.3426427415902058,2.3739257710464456,0.41727585420905255,4.280658286412272,-1.7302224339540226
0.5510068785046942,2.226913838438627,0.8182388725640412,4.197718538342265,-1.2555579837399562
1.1055254000937782,1.915658423990758,0.9635291917155708,3.64063161225676,-0.9642439937644882
1.2352563143640214,1.3179008328104567,1.2624711182650983,3.5379216722146727,-0.7281101425322469
1.370893260052388,0.7409809559099085,1.5749931775912118,2.7509404037612177,-0.6028590525960991
1.5774753525105694,0.24177469634308904,1.4593348080488455,1.9649601134006816,-0.5428912451523829
1.349600206887595,-0.3440461027032924,1.3747927618727172,1.4941970402577396,-0.6960262497795986
1.3973977804234856,-1.0073245521341037,1.3650850232764258,1.1581186781712616,-0.711000256597009
1.0009387539295949,-1.6532012583814217,1.0997715479118142,0.5284731794377957,-0.9059388013267677
0.8320159279636994,-1.872740602211844,0.8957428579422675,0.0991568170309216,-1.0805684655589949
0.46187034060703697,-2.4329580514405555,0.6330184764662603,-0.2710851055957466,-1.4291139717872756
0.2976480223874701,-2.5420976550693104,0.12255431580480614,-0.6653087166831106,-1.7335924664264888
-0.055537784501757344,-2.5155598339501664,-0.2246027944641256,-0.5046858418070208,-2.1925209107287635
-0.5768928604204983,-2.2226505625660673,-0.7132464997848071,-0.49960629865037554,-2.6092227395086387
-0.818622885277944,-2.144081676128185,-0.9547642169814274,-0.02919874343057094,-2.9363168071235934
-1.1692688442576102,-1.6854253096147478,-1.1465663410456934,0.3392707370622188,-3.1745875645580073
-1.314635937149431,-0.9724172987850311,-1.3541389788513305,1.0956139122642004,-3.3366751188845885
-1.5298936658246431,-0.1924502181260181,-1.530245490851066,1.8274480757390261,-3.4598015661715977
-1.6251655328799366,0.11264332010201505,-1.4598942396367627,2.1082295107907925,-3.5001964610902956
-1.5618171738287103,0.6693996268339308,-1.249063759054794,2.6485925719746994,-3.458665989713671
-1.237757749371209,1.1922088011578154,-1.2076018154419947,3.5343652825972973,-3.1735851391427556
-0.8582510299324553,1.9462695482962595,-0.9208198362972646,3.8554391362343488,-2.9753633564107105
-0.7024246388644806,2.1482900950324044,-0.6887661703657937,4.2314597335174735,-2.8063936742019164
-0.4123801772023447,2.6009048755319464,-0.42777268431015364,4.660321957829156,-2.2095214040925173
0.14340141467489748,2.397620921045795,0.07569724304546793,4.5719995007434235,-1.9064180605750345
0.39083246924507153,2.35797421319014,0.43051077785632047,4.338171248528026,-1.6891002122955157
0.7302380600434443,2.1930626453808406,0.6144866142043831,4.12630012770305,-1.1992982365056413
1.0457639890596824,1.748612196677869,0.990971997788205,3.8810365102978195,-0.9173461376950318
1.25656359843551,1.2974129462081092,1.2826195989196805,3.430232759510684,-0.7049407211396139
1.4033740488985649,0.8586722941228803,1.4704660873267303,2.651095312348038,-0.6006134082933055
1.3894178326897408,0.08529081063965584,1.3391776087789506,2.4061385945266975,-0.5881970124257163
1.5110526853316109,-0.6287792970865183,1.5291444700581807,1.377395489376503,-0.5029050876470633
1.350132419916037,-1.1481202476692767,1.378100481161272,0.7044481340421267,-0.5262649095128873
1.2452513083394838,-1.5075146992491404,1.2475135802165693,0.4160811974918701,-0.9443308220768374
0.8540164933051198,-2.017027342570952,0.8664994906742113,-0.36097119709704417,-1.1485662763337507
0.40920908813722967,-2.2275502461492187,0.6058082150218812,-0.3777629501554234,-1.5080634477316512
0.18052905295434138,-2.4944142652019274,0.17389045706751785,-0.2714882028113732,-1.8090453884347322
-0.06053455309045598,-2.471715112740602,-0.18831181898853286,-0.48800370840918905,-2.27707244090443
-0.5809435632468815,-2.3264873734745395,-0.5684493215290327,-0.5105527603818238,-2.5803480435947472
-0.9484171430152651,-2.0182235407914675,-0.9275428564777046,-0.06361682115390277,-3.0319800062039017
-1.245289258333049,-1.628823027039727,-1.2195880112368753,0.3516608213037129,-3.103711812716758
-1.4359918395296825,-1.330037377304284,-1.3372469351745213,1.1136752817985105,-3.4300864438731713
-1.4959454063530457,-0.3322982244736038,-1.5219378618894277,1.5648073813261574,-3.574599962500173
-1.5855387496517728,0.3501568392532457,-1.4723797646095775,2.039865035592054,-3.5662026671188727
-1.3142618407729119,0.7946241323090653,-1.4200469983321784,2.872957864331478,-3.48654556396235
-1.287689530958675,1.422639084356832,-1.3557332567109919,3.386572270292307,-3.202490656448502
-1.018672031030928,1.7564065777339444,-1.0905512065044325,3.783293162871277,-3.100805657341339
-0.6147625470975384,2.1866997173490557,-0.6820420887218923,4.360898845506982,-2.7974328517581295
-0.2602859417160128,2.5925531573708795,-0.519325262521751,4.512092080081208,-2.3153926757747683
-0.015954972526318167,2.3764847640784574,0.08788363005357136,4.400932277004062,-2.093417535182674
0.3979328969089216,2.588175999083157,0.30279803433301233,4.538044792899248,-1.5881750333153795
0.7777575049808749,2.320967739008406,0.6393045500483376,4.21573843576542,-1.2977983449653208
1.0123564993668017,1.605440697104892,1.1254342616786719,3.9151334854978357,-1.006487211369468
1.133140924281135,1.3608687294886088,1.1080027388013667,3.4401403028807787,-0.806764211323379
1.4756877022204633,0.9109134303865443,1.4080525048383086,2.9263173856193467,-0.4953635561684653
1.5641165155039474,0.13152294208123885,1.4995986034588018,2.1027781430867343,-0.623308613887906
1.5045935721653838,-0.4027093994012392,1.449952643609597,1.685656584456353,-0.5461327010880974
1.2879747294455366,-1.2412129749971392,1.3227604671448292,0.7006763042738351,-0.565701069817599
1.1410678157405858,-1.502973302827282,1.1676299535374313,0.33024372174293926,-0.8828318905157375
0.8373701420239711,-1.9684669173469898,0.7726719734516543,-0.14656672135960758,-1.1522662210633097
0.529708486227428,-2.1751358657334756,0.5182892824983583,-0.396337755232405,-1.4117124099939806
0.28526623980095706,-2.607779316768066,0.09894213476697714,-0.5975037791888358,-1.8755363547820827
-0.07328137784197261,-2.465074834213517,-0.2462606432194972,-0.5365736454729282,-2.244581686442252
